#_x,First_pokemon,Second_pokemon,Winner,Winner_mark,Type 1_first,Type 2_first,HP_first,Attack_first,Defense_first,Sp. Atk_first,Sp. Def_first,Speed_first,Generation_first,Legendary_first,#_y,Type 1_second,Type 2_second,HP_second,Attack_second,Defense_second,Sp. Atk_second,Sp. Def_second,Speed_second,Generation_second,Legendary_second
168,168,297,168,1,9,12,60,62,80,63,80,60,2,0,297,9,12,40,40,50,30,30,30,3,0
503,503,428,428,2,13,1,70,90,110,60,75,95,4,0,428,16,15,100,100,100,100,100,100,3,1
575,575,171,171,2,17,12,50,53,48,53,48,64,5,0,171,6,12,58,64,58,80,65,80,2,0
536,536,155,155,2,3,7,50,65,107,105,107,86,4,0,155,15,7,80,135,85,70,95,150,1,0
239,239,9,9,2,11,10,50,50,40,30,30,50,2,0,9,6,7,78,104,78,159,115,100,1,0
591,591,207,591,1,12,12,103,60,86,60,86,50,5,0,207,9,12,30,30,30,30,30,30,2,0
764,764,415,764,1,17,12,71,73,88,120,89,59,6,0,415,15,12,80,100,200,50,100,50,3,1
375,375,549,549,2,17,1,63,120,85,90,55,55,3,0,549,17,12,100,100,100,100,100,100,4,0
424,424,121,424,1,10,12,100,150,140,100,90,90,3,1,121,10,16,105,130,120,45,45,40,1,0
653,653,36,36,2,9,14,114,85,70,85,80,30,5,0,36,13,12,70,62,67,55,55,56,1,0
749,749,445,445,2,16,8,45,80,100,35,37,28,6,0,445,12,12,59,45,40,35,40,31,4,0
760,760,708,708,2,15,18,72,105,115,54,86,68,6,0,708,2,3,100,150,120,120,100,90,5,1
114,114,311,311,2,10,12,60,80,110,50,80,45,1,0,311,9,5,60,130,80,60,60,70,3,0
35,35,614,614,2,13,12,55,47,52,40,40,41,1,0,614,10,1,95,117,80,65,70,92,5,0
382,382,490,490,2,17,12,20,15,20,10,55,80,3,0,490,12,7,76,65,45,92,42,91,4,0
420,420,62,420,1,2,15,80,90,80,130,110,110,3,1,62,5,12,40,80,35,35,45,70,1,0
274,274,187,274,1,9,12,50,65,45,85,65,95,3,0,187,3,12,20,40,15,35,35,60,2,0
637,637,303,303,2,14,12,60,45,70,75,85,55,5,0,303,17,7,60,50,100,85,70,65,3,0
468,468,686,686,2,9,12,45,35,45,62,53,35,4,0,686,1,17,45,85,70,40,40,60,5,0
488,488,725,725,2,14,4,20,25,45,70,90,60,4,0,725,17,12,41,56,40,62,44,71,6,0
145,145,352,352,2,12,12,55,55,50,45,65,55,1,0,352,17,12,170,90,45,90,45,60,3,0
252,252,402,252,1,10,12,90,120,120,60,60,50,2,0,402,17,12,35,64,85,74,55,32,3,0
665,665,191,191,2,3,12,65,85,70,75,70,40,5,0,191,4,7,55,40,85,80,105,40,2,0
294,294,746,746,2,17,9,40,30,30,40,50,30,3,0,746,14,12,62,48,54,63,60,68,6,0
94,94,182,94,1,17,12,65,45,55,45,70,45,1,0,182,0,14,40,60,40,40,40,30,2,0
310,310,61,61,2,9,12,60,40,60,40,60,35,3,0,61,17,12,80,82,78,95,80,85,1,0
506,506,99,99,2,9,12,74,100,72,90,72,46,4,0,99,17,11,50,95,180,85,45,70,1,0
393,393,561,393,1,1,12,65,130,60,75,60,75,3,0,561,17,12,55,55,45,63,45,45,5,0
118,118,684,684,2,13,12,40,65,95,60,45,35,1,0,684,10,8,59,74,50,35,50,35,5,0
716,716,620,716,1,12,15,100,77,77,128,128,90,5,0,620,0,16,70,95,125,65,75,45,5,0
242,242,483,483,2,17,12,35,65,35,65,35,65,2,0,483,13,1,63,63,47,41,41,74,4,0
387,387,127,127,2,8,12,64,115,65,83,63,65,3,0,127,17,12,55,65,95,95,45,85,1,0
510,510,784,784,2,9,11,60,62,50,62,60,40,4,0,784,8,9,59,66,70,44,55,41,6,0
499,499,480,499,1,5,17,70,145,88,140,70,112,4,0,480,12,12,49,55,42,42,37,85,4,0
136,136,237,136,1,6,12,65,95,57,100,85,93,1,0,237,6,12,40,40,40,70,40,20,2,0
128,128,421,421,2,17,12,45,67,60,35,50,63,1,0,421,2,15,80,130,100,160,120,110,3,1
778,778,504,778,1,16,4,57,80,91,80,87,75,6,0,504,13,5,48,61,40,61,40,50,4,0
200,200,48,48,2,17,4,100,50,80,60,80,50,2,0,48,13,7,75,80,70,65,75,90,1,0
435,435,305,435,1,9,10,95,109,105,75,85,56,4,0,305,14,4,38,35,35,65,55,50,3,0
67,67,298,67,1,17,12,65,65,65,50,50,90,1,0,298,9,1,70,70,40,60,40,60,3,0
498,498,609,498,1,5,17,70,110,70,115,70,90,4,0,609,9,12,45,35,50,70,50,30,5,0
303,303,172,172,2,17,7,60,50,100,85,70,65,3,0,172,6,12,78,84,78,109,85,100,2,0
442,442,81,442,1,12,7,40,55,30,30,30,60,4,0,81,15,10,40,80,100,30,30,20,1,0
273,273,232,232,2,9,12,40,45,35,65,55,70,3,0,232,0,5,80,125,75,40,95,85,2,0
460,460,706,706,2,0,10,60,79,105,59,85,36,4,0,706,3,7,79,105,70,145,80,101,5,1
145,145,710,710,2,12,12,55,55,50,45,65,55,1,0,710,10,7,89,145,90,105,80,91,5,1
10,10,41,10,1,17,12,44,48,65,50,64,43,1,0,41,4,12,70,45,48,60,65,35,1,0
531,531,124,124,2,11,8,70,80,70,80,70,110,4,0,124,12,12,105,95,80,40,80,90,1,0
447,447,459,459,2,0,12,37,25,41,25,41,25,4,0,459,0,9,60,59,85,79,105,36,4,0
134,134,260,134,1,11,15,65,50,35,115,95,95,1,0,260,6,12,45,75,37,70,55,83,2,0
121,121,191,191,2,10,16,105,130,120,45,45,40,1,0,191,4,7,55,40,85,80,105,40,2,0
440,440,47,47,2,17,12,64,66,68,81,76,50,4,0,47,13,7,40,45,35,30,40,55,1,0
610,610,711,711,2,9,12,70,60,75,110,75,90,5,0,711,2,11,125,130,90,130,90,95,5,1
399,399,559,559,2,11,18,70,40,50,55,50,25,3,0,559,6,5,90,93,55,70,55,55,5,0
502,502,764,502,1,13,0,40,50,90,30,55,65,4,0,764,17,12,71,73,88,120,89,59,6,0
670,670,36,36,2,8,6,60,40,60,95,60,55,5,0,36,13,12,70,62,67,55,55,56,1,0
140,140,74,74,2,17,12,20,10,55,15,20,80,1,0,74,5,12,80,100,70,50,60,45,1,0
692,692,566,692,1,1,7,110,65,105,55,95,80,5,0,566,12,12,45,60,45,25,45,55,5,0
430,430,728,430,1,14,12,50,180,20,180,20,150,3,1,728,12,12,38,36,38,32,36,57,6,0
669,669,127,127,2,8,6,50,30,55,65,55,20,5,0,127,17,12,55,65,95,95,45,85,1,0
542,542,248,542,1,17,2,90,120,100,150,120,100,4,1,248,1,6,75,90,50,110,80,95,2,0
407,407,103,103,2,2,12,45,75,60,40,30,50,3,0,103,8,14,60,65,80,170,95,130,1,0
223,223,194,223,1,10,7,65,75,105,35,65,85,2,0,194,3,12,55,40,40,65,45,35,2,0
454,454,270,270,2,15,12,67,125,40,30,30,58,4,0,270,14,7,106,90,130,90,154,110,2,1
239,239,257,257,2,11,10,50,50,40,30,30,50,2,0,257,5,12,50,95,95,35,110,70,2,0
704,704,389,704,1,7,12,79,100,80,110,90,121,5,1,389,8,12,20,40,90,30,90,25,3,0
524,524,401,524,1,10,7,75,95,125,45,75,95,4,0,401,11,18,110,80,90,95,90,65,3,0
589,589,412,589,1,10,12,60,85,40,30,45,68,5,0,412,16,15,60,75,100,55,80,50,3,0
107,107,737,737,2,17,12,30,105,90,25,25,50,1,0,737,6,13,86,68,72,109,66,106,6,0
293,293,168,293,1,0,14,60,50,70,50,90,65,3,0,168,9,12,60,62,80,63,80,60,2,0
741,741,192,192,2,9,12,66,65,48,62,57,52,6,0,192,14,7,40,50,45,70,45,70,2,0
770,770,794,794,2,15,11,123,77,72,99,92,58,6,0,794,1,7,126,131,95,131,98,99,6,1
689,689,446,446,2,12,7,70,83,50,37,50,60,5,0,446,12,18,79,85,60,55,60,71,4,0
114,114,457,114,1,10,12,60,80,110,50,80,45,1,0,457,15,17,60,52,168,47,138,30,4,0
488,488,277,488,1,14,4,20,25,45,70,90,60,4,0,277,6,12,45,60,40,70,50,45,3,0
283,283,517,283,1,17,10,100,110,90,85,90,60,3,0,517,9,12,100,100,125,110,50,50,4,0
369,369,143,369,1,13,12,73,100,60,100,60,65,3,0,143,17,11,130,85,80,85,95,60,1,0
536,536,399,536,1,3,7,50,65,107,105,107,86,4,0,399,11,18,70,40,50,55,50,25,3,0
103,103,554,103,1,8,14,60,65,80,170,95,130,1,0,554,14,6,100,100,100,100,100,100,5,1
552,552,562,552,1,9,7,100,103,75,120,75,127,4,1,562,17,12,75,75,60,83,60,60,5,0
222,222,11,11,2,12,12,100,70,70,65,65,45,2,0,11,17,12,59,63,80,65,80,58,1,0
44,44,347,44,1,6,12,73,76,75,81,100,100,1,0,347,13,12,100,73,83,73,83,55,3,0
730,730,577,730,1,12,7,45,50,43,40,38,62,6,0,577,14,12,76,25,45,67,55,24,5,0
675,675,21,21,2,11,12,55,70,40,60,40,40,5,0,21,12,7,40,45,40,35,35,56,1,0
522,522,104,522,1,9,12,65,110,130,60,65,95,4,0,104,15,10,35,45,160,30,45,70,1,0
353,353,656,656,2,6,10,60,60,40,65,45,35,3,0,656,17,12,165,75,80,40,45,65,5,0
407,407,317,317,2,2,12,45,75,60,40,30,50,3,0,317,0,8,1,90,45,30,30,40,3,0
330,330,399,330,1,16,4,50,105,125,55,95,50,3,0,399,11,18,70,40,50,55,50,25,3,0
250,250,682,682,2,17,2,75,95,95,95,95,85,2,0,682,5,12,65,125,60,95,60,105,5,0
205,205,65,205,1,9,7,75,55,70,55,95,110,2,0,65,6,12,90,110,80,100,80,95,1,0
599,599,722,722,2,5,12,120,100,85,30,85,45,5,0,722,6,12,40,45,40,62,60,60,6,0
643,643,369,643,1,17,7,75,87,63,87,63,98,5,0,369,13,12,73,100,60,100,60,65,3,0
29,29,139,139,2,13,12,35,60,44,40,54,55,1,0,139,12,12,75,100,95,40,70,110,1,0
298,298,359,359,2,9,1,70,70,40,60,40,60,3,0,359,12,12,60,60,60,60,60,60,3,0
724,724,312,724,1,6,15,75,69,72,114,100,104,6,0,312,12,12,60,60,60,35,35,30,3,0
770,770,212,212,2,15,11,123,77,72,99,92,58,6,0,212,14,12,65,65,60,130,95,110,2,0
311,311,490,490,2,9,5,60,130,80,60,60,70,3,0,490,12,7,76,65,45,92,42,91,4,0
565,565,169,169,2,12,12,60,85,69,60,69,77,5,0,169,9,12,80,82,100,83,100,80,2,0
627,627,161,161,2,17,16,74,108,133,83,65,32,5,0,161,2,12,61,84,65,70,70,70,1,0
659,659,467,467,2,9,17,44,50,91,24,86,10,5,0,467,17,12,85,105,55,85,50,115,4,0
492,492,497,497,2,2,10,58,70,45,40,45,42,4,0,497,5,12,40,70,40,35,40,60,4,0
136,136,237,136,1,6,12,65,95,57,100,85,93,1,0,237,6,12,40,40,40,70,40,20,2,0
67,67,147,147,2,17,12,65,65,65,50,50,90,1,0,147,3,12,65,65,60,110,95,130,1,0
146,146,207,146,1,17,12,130,65,60,110,95,65,1,0,207,9,12,30,30,30,30,30,30,2,0
192,192,362,362,2,14,7,40,50,45,70,45,70,2,0,362,10,2,80,100,80,80,80,100,3,0
505,505,732,732,2,13,5,83,106,65,86,65,85,4,0,732,6,7,78,81,71,74,69,126,6,0
92,92,507,92,1,12,7,35,85,45,35,35,75,1,0,507,17,12,49,49,56,49,61,66,4,0
578,578,715,715,2,14,12,116,55,85,107,95,29,5,0,715,17,5,91,72,90,129,90,108,5,0
136,136,60,136,1,6,12,65,95,57,100,85,93,1,0,60,17,12,50,52,48,65,50,55,1,0
10,10,157,157,2,17,12,44,48,65,50,64,43,1,0,157,11,7,90,85,100,95,125,85,1,1
16,16,485,16,1,0,7,60,45,50,90,80,70,1,0,485,16,15,57,24,86,24,86,23,4,0
52,52,97,97,2,0,9,35,70,55,45,55,25,1,0,97,13,12,105,105,75,65,100,50,1,0
555,555,14,555,1,9,12,45,45,55,45,55,63,5,0,14,0,12,45,30,35,20,20,45,1,0
363,363,657,657,2,9,12,50,85,40,85,40,35,3,0,657,0,3,50,47,50,57,50,65,5,0
575,575,143,575,1,17,12,50,53,48,53,48,64,5,0,143,17,11,130,85,80,85,95,60,1,0
199,199,164,164,2,17,4,70,20,50,20,50,40,2,0,164,14,5,106,190,100,154,100,130,1,1
624,624,367,367,2,8,12,38,30,85,55,65,30,5,0,367,2,4,75,110,110,110,105,80,3,0
572,572,693,572,1,9,12,75,98,63,98,63,101,5,0,693,6,12,85,97,66,105,66,65,5,0
761,761,80,80,2,13,18,50,60,60,60,60,30,6,0,80,17,14,80,70,65,80,120,100,1,0
745,745,644,745,1,12,12,75,80,60,65,90,102,6,0,644,11,12,36,50,50,65,60,44,5,0
468,468,232,232,2,9,12,45,35,45,62,53,35,4,0,232,0,5,80,125,75,40,95,85,2,0
362,362,357,362,1,10,2,80,100,80,80,80,100,3,0,357,14,12,60,25,35,70,80,60,3,0
657,657,17,657,1,0,3,50,47,50,57,50,65,5,0,17,0,14,40,35,30,20,20,50,1,0
456,456,494,494,2,15,17,30,42,118,42,88,30,4,0,494,2,10,108,130,95,80,85,102,4,0
385,385,203,203,2,12,12,60,90,70,60,120,40,3,0,203,9,7,35,35,40,35,55,50,2,0
738,738,601,601,2,4,12,44,38,39,61,79,42,6,0,601,0,9,45,53,70,40,60,42,5,0
762,762,290,762,1,13,2,65,75,90,97,123,44,6,0,290,0,12,50,35,55,25,25,15,3,0
324,324,165,165,2,15,12,30,45,135,45,90,30,3,0,165,14,12,106,150,70,194,120,140,1,1
705,705,343,705,1,3,7,79,115,70,125,80,111,5,1,343,0,12,65,73,55,47,75,85,3,0
648,648,415,648,1,12,9,80,100,70,60,70,95,5,0,415,15,12,80,100,200,50,100,50,3,1
797,797,514,797,1,15,4,50,160,110,160,110,110,6,1,514,3,17,70,70,115,130,90,60,4,0
113,113,715,715,2,10,12,50,50,95,40,50,35,1,0,715,17,5,91,72,90,129,90,108,5,0
399,399,677,677,2,11,18,70,40,50,55,50,25,3,0,677,11,12,70,50,30,95,135,105,5,0
210,210,344,344,2,17,10,55,45,45,25,25,15,2,0,344,0,12,65,47,55,73,75,85,3,0
196,196,411,196,1,3,12,90,75,85,115,90,55,2,0,411,16,15,40,55,80,35,60,30,3,0
728,728,371,371,2,12,12,38,36,38,32,36,57,6,0,371,15,15,70,95,85,55,65,70,3,0
799,799,498,498,2,14,1,80,160,60,170,130,80,6,1,498,5,17,70,110,70,115,70,90,4,0
631,631,299,299,2,13,12,80,95,82,60,82,75,5,0,299,9,1,90,100,60,90,60,80,3,0
392,392,361,361,2,14,12,65,50,70,95,80,65,3,0,361,10,2,50,70,50,50,50,70,3,0
206,206,165,165,2,12,12,55,70,55,40,55,85,2,0,165,14,12,106,150,70,194,120,140,1,1
436,436,571,571,2,6,12,44,58,44,58,44,61,4,0,571,9,12,50,53,48,53,48,64,5,0
439,439,48,48,2,17,12,53,51,53,61,56,40,4,0,48,13,7,75,80,70,65,75,90,1,0
480,480,413,480,1,12,12,49,55,42,42,37,85,4,0,413,16,15,80,135,130,95,90,70,3,0
224,224,207,207,2,16,10,75,85,200,55,65,30,2,0,207,9,12,30,30,30,30,30,30,2,0
608,608,174,608,1,9,4,60,67,85,77,75,116,5,0,174,17,12,65,80,80,59,63,58,2,0
714,714,329,714,1,17,5,91,72,90,129,90,108,5,0,329,16,4,50,85,85,55,55,50,3,0
412,412,234,234,2,16,15,60,75,100,55,80,50,3,0,234,1,11,55,95,55,35,75,115,2,0
314,314,44,44,2,12,12,150,160,100,95,65,100,3,0,44,6,12,73,76,75,81,100,100,1,0
551,551,445,551,1,9,12,100,100,100,100,100,100,4,1,445,12,12,59,45,40,35,40,31,4,0
447,447,753,447,1,0,12,37,25,41,25,41,25,4,0,753,4,12,78,52,60,63,65,23,6,0
25,25,196,25,1,12,12,30,56,35,25,35,72,1,0,196,3,12,90,75,85,115,90,55,2,0
248,248,553,553,2,1,6,75,90,50,110,80,95,2,0,553,12,12,120,120,120,120,120,120,4,1
364,364,215,364,1,9,1,70,115,60,115,60,55,3,0,215,17,15,95,75,80,100,110,30,2,0
259,259,694,694,2,3,12,45,63,37,65,55,95,2,0,694,0,17,58,109,112,48,48,109,5,0
671,671,678,671,1,8,6,60,55,90,145,90,80,5,0,678,0,12,50,40,85,40,65,25,5,0
474,474,143,474,1,8,7,150,80,44,90,54,80,4,0,143,17,11,130,85,80,85,95,60,1,0
586,586,156,156,2,15,12,85,135,130,60,80,25,5,0,156,12,12,160,110,65,65,110,30,1,0
580,580,305,580,1,12,7,62,77,62,50,42,65,5,0,305,14,4,38,35,35,65,55,50,3,0
299,299,798,299,1,9,1,90,100,60,90,60,80,3,0,798,14,8,80,110,60,150,130,70,6,1
474,474,493,493,2,8,7,150,80,44,90,54,80,4,0,493,2,10,68,90,65,50,55,82,4,0
267,267,420,420,2,15,10,70,84,70,65,70,51,2,0,420,2,15,80,90,80,130,110,110,3,1
63,63,384,63,1,5,12,65,105,60,60,70,95,1,0,384,12,12,70,70,70,70,70,70,3,0
439,439,62,62,2,17,12,53,51,53,61,56,40,4,0,62,5,12,40,80,35,35,45,70,1,0
310,310,412,412,2,9,12,60,40,60,40,60,35,3,0,412,16,15,60,75,100,55,80,50,3,0
595,595,147,595,1,5,12,105,140,95,55,65,45,5,0,147,3,12,65,65,60,110,95,130,1,0
408,408,276,276,2,2,12,65,95,100,60,50,50,3,0,276,9,2,70,110,75,145,85,145,3,0
372,372,65,65,2,17,10,50,48,43,46,41,60,3,0,65,6,12,90,110,80,100,80,95,1,0
708,708,259,259,2,2,3,100,150,120,120,100,90,5,1,259,3,12,45,63,37,65,55,95,2,0
77,77,92,92,2,9,14,65,90,50,85,45,55,1,0,92,12,7,35,85,45,35,35,75,1,0
777,777,72,72,2,2,12,90,100,70,110,150,80,6,0,72,14,12,55,50,65,175,95,150,1,0
34,34,8,8,2,10,12,75,100,110,45,55,65,1,0,8,6,2,78,130,111,130,85,100,1,0
418,418,506,418,1,2,15,80,80,90,110,130,110,3,1,506,9,12,74,100,72,90,72,46,4,0
404,404,632,632,2,17,12,55,84,105,114,75,52,3,0,632,1,12,40,65,40,80,40,65,5,0
87,87,340,340,2,17,15,95,75,110,100,80,30,1,0,340,3,12,70,75,80,135,80,135,3,0
557,557,93,557,1,9,12,75,75,95,75,95,113,5,0,93,12,7,60,110,70,60,60,100,1,0
713,713,222,713,1,2,11,125,120,90,170,100,95,5,1,222,12,12,100,70,70,65,65,45,2,0
488,488,780,488,1,14,4,20,25,45,70,90,60,4,0,780,8,9,85,110,76,65,82,56,6,0
81,81,165,165,2,15,10,40,80,100,30,30,20,1,0,165,14,12,106,150,70,194,120,140,1,1
576,576,523,576,1,17,12,75,98,63,98,63,101,5,0,523,11,12,65,60,110,130,95,65,4,0
430,430,84,430,1,14,12,50,180,20,180,20,150,3,1,84,6,12,50,85,55,65,65,90,1,0
60,60,548,548,2,17,12,50,52,48,65,50,55,1,0,548,17,12,80,80,80,80,80,80,4,0
49,49,563,563,2,9,14,45,50,55,75,65,30,1,0,563,17,12,95,100,85,108,70,70,5,0
376,376,408,376,1,10,15,40,40,55,40,70,55,3,0,408,2,12,65,95,100,60,50,50,3,0
414,414,664,414,1,16,15,80,145,150,105,110,110,3,0,664,3,12,35,55,40,45,40,60,5,0
377,377,783,377,1,10,15,60,70,105,70,120,75,3,0,783,8,9,54,66,70,44,55,46,6,0
174,174,197,174,1,17,12,65,80,80,59,63,58,2,0,197,3,2,90,95,105,165,110,45,2,0
453,453,465,465,2,9,14,60,70,65,125,105,90,4,0,465,3,12,60,45,70,45,90,95,4,0
736,736,726,726,2,6,13,62,50,58,73,54,72,6,0,726,17,12,54,63,52,83,56,97,6,0
149,149,634,634,2,12,12,65,60,70,85,75,40,1,0,634,12,12,55,50,40,40,40,75,5,0
744,744,573,573,2,5,1,95,124,78,69,71,58,6,0,573,6,12,50,53,48,53,48,64,5,0
198,198,362,362,2,9,12,75,80,95,90,100,50,2,0,362,10,2,80,100,80,80,80,100,3,0
57,57,310,57,1,10,12,35,80,50,50,70,120,1,0,310,9,12,60,40,60,40,60,35,3,0
170,170,349,349,2,6,12,39,52,43,60,50,65,2,0,349,17,1,70,120,40,95,40,95,3,0
517,517,129,129,2,9,12,100,100,125,110,50,50,4,0,129,17,12,80,92,65,65,80,68,1,0
369,369,208,369,1,13,12,73,100,60,100,60,65,3,0,208,9,12,75,75,55,105,85,30,2,0
553,553,138,553,1,12,12,120,120,120,120,120,120,4,1,138,0,7,65,155,120,65,90,105,1,0
559,559,461,559,1,6,5,90,93,55,70,55,55,5,0,461,0,17,60,69,95,69,95,36,4,0
242,242,82,242,1,17,12,35,65,35,65,35,65,2,0,82,15,10,55,95,115,45,45,35,1,0
496,496,49,496,1,12,12,135,85,40,40,85,5,4,0,49,9,14,45,50,55,75,65,30,1,0
319,319,126,126,2,12,12,84,71,43,71,43,48,3,0,126,17,12,30,40,70,70,25,60,1,0
251,251,201,251,1,10,12,90,60,60,40,40,40,2,0,201,15,12,70,100,115,30,65,30,2,0
626,626,254,254,2,17,16,54,78,103,53,45,22,5,0,254,12,12,73,95,62,85,65,85,2,0
634,634,210,634,1,12,12,55,50,40,40,40,75,5,0,210,17,10,55,45,45,25,25,15,2,0
293,293,147,147,2,0,14,60,50,70,50,90,65,3,0,147,3,12,65,65,60,110,95,130,1,0
400,400,264,264,2,11,18,90,60,70,75,70,45,3,0,264,6,12,115,115,85,90,75,100,2,1
227,227,372,372,2,4,12,90,120,75,60,60,45,2,0,372,17,10,50,48,43,46,41,60,3,0
791,791,713,713,2,7,2,40,30,35,45,40,55,6,0,713,2,11,125,120,90,170,100,95,5,1
379,379,395,379,1,15,9,86,81,97,81,107,43,3,0,395,14,12,95,23,48,23,48,23,3,0
431,431,68,431,1,14,12,50,70,160,70,160,90,3,1,68,17,5,90,95,95,70,90,70,1,0
576,576,185,576,1,17,12,75,98,63,98,63,101,5,0,185,17,3,75,38,38,56,56,67,2,0
102,102,518,102,1,8,14,60,65,60,130,75,110,1,0,518,3,12,75,123,67,95,85,95,4,0
794,794,122,794,1,1,7,126,131,95,131,98,99,6,1,122,12,12,250,5,5,35,105,50,1,0
634,634,503,503,2,12,12,55,50,40,40,40,75,5,0,503,13,1,70,90,110,60,75,95,4,0
634,634,681,634,1,12,12,55,50,40,40,40,75,5,0,681,5,12,45,85,50,55,50,65,5,0
341,341,559,341,1,3,12,60,50,40,85,75,95,3,0,559,6,5,90,93,55,70,55,55,5,0
718,718,100,718,1,0,17,71,120,95,120,95,99,5,0,100,8,14,30,35,30,100,35,80,1,0
211,211,241,241,2,17,10,95,85,85,65,65,35,2,0,241,17,16,55,55,85,65,85,35,2,0
777,777,280,280,2,2,12,90,100,70,110,150,80,6,0,280,6,5,80,160,80,130,80,100,3,0
356,356,627,627,2,6,12,70,85,140,85,70,20,3,0,627,17,16,74,108,133,83,65,32,5,0
507,507,524,524,2,17,12,49,49,56,49,61,66,4,0,524,10,7,75,95,125,45,75,95,4,0
264,264,521,264,1,6,12,115,115,85,90,75,100,2,1,521,0,7,86,76,86,116,56,95,4,0
545,545,563,545,1,8,2,150,100,120,100,120,90,4,1,563,17,12,95,100,85,108,70,70,5,0
301,301,518,301,1,12,7,60,85,60,50,50,125,3,0,518,3,12,75,123,67,95,85,95,4,0
717,717,99,717,1,12,5,100,128,90,77,77,128,5,0,99,17,11,50,95,180,85,45,70,1,0
543,543,458,543,1,6,17,91,90,106,130,106,77,4,1,458,0,12,40,29,45,29,45,36,4,0
64,64,246,246,2,6,12,55,70,45,70,50,60,1,0,246,16,7,65,80,140,40,70,70,2,0
426,426,143,426,1,2,7,105,150,90,150,90,95,3,1,143,17,11,130,85,80,85,95,60,1,0
770,770,370,370,2,15,11,123,77,72,99,92,58,6,0,370,15,15,70,55,65,95,85,70,3,0
594,594,352,352,2,5,12,85,105,85,40,50,40,5,0,352,17,12,170,90,45,90,45,60,3,0
518,518,210,518,1,3,12,75,123,67,95,85,95,4,0,210,17,10,55,45,45,25,25,15,2,0
383,383,131,131,2,17,12,95,60,79,100,125,81,3,0,131,17,15,60,75,85,100,85,115,1,0
307,307,754,307,1,14,4,68,85,65,165,135,100,3,0,754,4,12,101,72,72,99,89,29,6,0
496,496,449,496,1,12,12,135,85,40,40,85,5,4,0,449,3,12,45,65,34,40,34,45,4,0
378,378,130,130,2,15,9,66,41,77,61,87,23,3,0,130,17,12,30,45,55,70,55,85,1,0
195,195,716,716,2,3,12,70,55,55,80,60,45,2,0,716,12,15,100,77,77,128,128,90,5,0
538,538,284,538,1,14,12,75,75,130,75,130,95,4,1,284,17,10,100,150,110,95,110,70,3,0
432,432,767,432,1,14,12,50,95,90,95,90,180,3,1,767,15,2,58,89,77,45,45,48,6,0
654,654,568,568,2,17,8,55,40,50,65,85,40,5,0,568,12,12,85,110,90,45,90,80,5,0
67,67,307,307,2,17,12,65,65,65,50,50,90,1,0,307,14,4,68,85,65,165,135,100,3,0
298,298,434,298,1,9,1,70,70,40,60,40,60,3,0,434,9,12,75,89,85,55,65,36,4,0
418,418,720,418,1,2,15,80,80,90,110,130,110,3,1,720,9,12,61,78,95,56,58,57,6,0
752,752,67,67,2,16,8,60,50,150,50,150,60,6,0,67,17,12,65,65,65,50,50,90,1,0
110,110,225,225,2,3,12,60,50,70,80,80,140,1,0,225,16,10,75,125,230,55,95,30,2,0
617,617,24,24,2,6,15,105,30,105,140,105,55,5,0,24,12,7,83,80,80,135,80,121,1,0
109,109,52,52,2,3,12,40,30,50,55,55,100,1,0,52,0,9,35,70,55,45,55,25,1,0
723,723,628,723,1,6,12,59,59,58,90,70,73,6,0,628,15,7,55,112,45,74,45,70,5,0
126,126,614,614,2,17,12,30,40,70,70,25,60,1,0,614,10,1,95,117,80,65,70,92,5,0
409,409,206,409,1,2,7,95,135,80,110,80,100,3,0,206,12,12,55,70,55,40,55,85,2,0
463,463,481,481,2,0,7,30,30,42,30,42,70,4,0,481,12,12,71,82,64,64,59,112,4,0
415,415,161,161,2,15,12,80,100,200,50,100,50,3,1,161,2,12,61,84,65,70,70,70,1,0
597,597,203,203,2,17,10,75,65,55,65,55,69,5,0,203,9,7,35,35,40,35,55,50,2,0
284,284,588,588,2,17,10,100,150,110,95,110,70,3,0,588,14,7,67,57,55,77,55,114,5,0
453,453,296,453,1,9,14,60,70,65,125,105,90,4,0,296,17,9,80,70,70,90,100,70,3,0
408,408,152,152,2,2,12,65,95,100,60,50,50,3,0,152,15,18,30,80,90,55,45,55,1,0
572,572,122,572,1,9,12,75,98,63,98,63,101,5,0,122,12,12,250,5,5,35,105,50,1,0
13,13,410,410,2,17,12,79,103,120,135,115,78,1,0,410,2,7,95,145,130,120,90,120,3,0
609,609,406,609,1,9,12,45,35,50,70,50,30,5,0,406,17,12,43,30,55,40,65,97,3,0
732,732,118,732,1,6,7,78,81,71,74,69,126,6,0,118,13,12,40,65,95,60,45,35,1,0
586,586,574,586,1,15,12,85,135,130,60,80,25,5,0,574,6,12,75,98,63,98,63,101,5,0
224,224,513,513,2,16,10,75,85,200,55,65,30,2,0,513,1,11,70,120,65,45,85,125,4,0
774,774,390,774,1,15,4,50,50,150,50,150,50,6,0,390,8,12,40,70,130,60,130,25,3,0
351,351,418,418,2,17,12,130,70,35,70,35,60,3,0,418,2,15,80,80,90,110,130,110,3,1
428,428,353,428,1,16,15,100,100,100,100,100,100,3,1,353,6,10,60,60,40,65,45,35,3,0
339,339,751,751,2,3,12,70,75,60,105,60,105,3,0,751,16,8,60,150,50,150,50,60,6,0
269,269,599,269,1,15,1,100,164,150,95,120,71,2,0,599,5,12,120,100,85,30,85,45,5,0
